12-5-2026	17:58
Amplitude: 2,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
1000,000             -6,604            -36,787
1001,921             -6,619            -37,074
1003,845             -6,633            -37,152
1005,773             -6,649            -37,187
1007,705             -6,660            -37,170
1009,640             -6,681            -37,358
1011,579             -6,678            -37,274
1013,522             -6,689            -37,311
1015,469             -6,707            -37,361
1017,419             -6,718            -37,396
1019,373             -6,718            -37,396
1021,331             -6,736            -37,452
1023,293             -6,747            -37,483
1025,258             -6,738            -36,956
1027,228             -6,765            -37,538
1029,201             -6,777            -37,570
1031,177             -6,795            -37,628
1033,158             -6,795            -37,623
1035,142             -6,805            -37,655
1037,130             -6,824            -37,713
1039,122             -6,836            -37,748
1041,118             -6,870            -38,328
1043,118             -6,855            -37,800
1045,121             -6,867            -37,834
1047,129             -6,873            -37,844
1049,140             -6,885            -37,886
1051,155             -6,897            -37,924
1053,174             -6,916            -37,974
1055,196             -6,928            -38,008
1057,223             -6,906            -37,380
1059,254             -6,948            -38,058
1061,288             -6,960            -38,094
1063,327             -6,943            -38,046
1065,369             -6,979            -38,137
1067,415             -6,991            -38,180
1069,465             -7,024            -38,741
1071,519             -7,011            -38,233
1073,577             -7,023            -38,269
1075,639             -7,032            -38,298
1077,705             -7,043            -38,323
1079,775             -7,055            -38,354
1081,849             -7,076            -38,410
1083,927             -7,088            -38,442
1086,009             -7,121            -38,905
1088,095             -7,109            -38,493
1090,184             -7,121            -38,527
1092,278             -7,154            -38,891
1094,376             -7,141            -38,578
1096,478             -7,154            -38,610
1098,584             -7,157            -38,679
1100,694             -7,176            -38,670
1102,808             -7,188            -38,704
1104,926             -7,207            -38,889
1107,049             -7,210            -38,752
1109,175             -7,222            -38,784
1111,305             -7,232            -38,807
1113,440             -7,245            -38,837
1115,578             -7,257            -38,866
1117,721             -7,267            -38,889
1119,868             -7,280            -38,919
1122,018             -7,292            -38,950
1124,173             -7,303            -38,977
1126,333             -7,315            -39,005
1128,496             -7,327            -39,036
1130,663             -7,338            -39,054
1132,835             -7,351            -39,092
1135,011             -7,363            -39,123
1137,191             -7,387            -39,179
1139,375             -7,387            -39,173
1141,563             -7,399            -39,202
1143,756             -7,423            -39,259
1145,953             -7,423            -39,258
1148,154             -7,436            -39,283
1150,359             -7,460            -39,345
1152,568             -7,460            -39,340
1154,782             -7,473            -39,369
1157,000             -7,485            -39,369
1159,222             -7,498            -39,424
1161,449             -7,510            -39,451
1163,679             -7,523            -39,275
1165,914             -7,535            -39,504
1168,154             -7,548            -39,535
1170,397             -7,560            -39,268
1172,645             -7,573            -39,586
1174,898             -7,587            -39,656
1177,154             -7,599            -40,436
1179,415             -7,612            -39,661
1181,680             -7,626            -39,680
1183,950             -7,639            -40,567
1186,224             -7,651            -39,735
1188,502             -7,665            -39,814
1190,785             -7,676            -39,168
1193,072             -7,694            -39,963
1195,364             -7,703            -39,849
1197,659             -7,717            -39,459
1199,960             -7,728            -39,993
1202,264             -7,745            -39,964
1204,574             -7,725            -39,539
1206,887             -7,771            -39,972
1209,205             -7,785            -40,046
1211,528             -7,766            -39,342
1213,855             -7,813            -40,073
1216,186             -7,827            -40,076
1218,522             -7,871            -40,926
1220,862             -7,841            -40,017
1223,207             -7,855            -40,142
1225,556             -7,868            -40,151
1227,910             -7,883            -40,203
1230,269             -7,897            -40,218
1232,632             -7,911            -40,244
1234,999             -7,926            -40,265
1237,371             -7,940            -40,293
1239,748             -7,953            -40,320
1242,129             -7,942            -39,671
1244,515             -7,983            -40,372
1246,905             -7,997            -40,395
1249,300             -7,975            -40,197
1251,699             -8,027            -40,450
1254,103             -8,040            -40,470
1256,512             -8,041            -40,468
1258,925             -8,057            -40,497
1261,343             -8,071            -40,521
1263,766             -8,085            -40,541
1266,193             -8,102            -40,569
1268,625             -8,116            -40,591
1271,062             -8,130            -40,614
1273,503             -8,168            -41,315
1275,949             -8,161            -40,661
1278,400             -8,176            -40,686
1280,855             -8,218            -41,483
1283,315             -8,192            -40,708
1285,780             -8,206            -40,733
1288,250             -8,221            -40,751
1290,724             -8,239            -40,782
1293,203             -8,254            -40,804
1295,687             -8,268            -40,821
1298,175             -8,291            -40,463
1300,669             -8,287            -40,850
1303,167             -8,301            -40,869
1305,670             -8,316            -40,889
1308,177             -8,334            -40,915
1310,690             -8,349            -40,935
1313,207             -8,363            -40,957
1315,730             -8,390            -41,567
1318,257             -8,397            -41,009
1320,789             -8,412            -41,022
1323,325             -8,425            -40,989
1325,867             -8,432            -41,047
1328,414             -8,446            -41,063
1330,965             -8,461            -41,090
1333,521             -8,481            -41,114
1336,083             -8,496            -41,136
1338,649             -8,511            -41,146
1341,220             -8,496            -40,544
1343,796             -8,531            -41,181
1346,377             -8,547            -41,191
1348,963             -8,561            -41,210
1351,554             -8,582            -41,236
1354,150             -8,597            -41,252
1356,751             -8,612            -41,272
1359,356             -8,652            -41,967
1361,967             -8,634            -41,298
1364,583             -8,649            -41,314
1367,204             -8,664            -41,327
1369,830             -8,648            -40,419
1372,461             -8,701            -41,371
1375,097             -8,701            -41,367
1377,738             -8,716            -41,387
1380,384             -8,739            -41,409
1383,036             -8,754            -41,426
1385,692             -8,770            -41,458
1388,353             -8,811            -42,362
1391,020             -8,792            -41,472
1393,692             -8,807            -41,462
1396,368             -8,823            -41,478
1399,050             -8,847            -41,515
1401,737             -8,863            -41,531
1404,430             -8,878            -41,522
1407,127             -8,883            -41,383
1409,830             -8,902            -41,571
1412,538             -8,918            -41,584
1415,251             -8,934            -41,595
1417,969             -8,954            -41,671
1420,692             -8,958            -41,614
1423,421             -8,974            -41,626
1426,155             -8,990            -41,640
1428,894             -9,015            -41,666
1431,638             -9,015            -41,662
1434,388             -9,030            -41,672
1437,143             -9,047            -41,686
1439,903             -9,072            -41,706
1442,669             -9,088            -41,720
1445,440             -9,105            -41,730
1448,216             -9,076            -40,822
1450,998             -9,131            -41,749
1453,784             -9,147            -41,758
1456,577             -9,163            -41,771
