12-5-2026	17:03
Amplitude: 2,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
3000,000            -14,734            -14,523
3005,762            -14,747            -14,341
3011,535            -14,759            -14,176
3017,319            -14,771            -14,015
3023,114            -14,782            -13,853
3028,921            -14,781            -12,217
3034,738            -14,801            -13,581
3040,567            -14,812            -13,428
3046,407            -14,823            -13,272
3052,258            -14,834            -13,119
3058,120            -14,845            -12,960
3063,994            -14,855            -12,806
3069,879            -14,865            -12,649
3075,775            -14,874            -12,647
3081,683            -14,885            -12,362
3087,602            -14,895            -12,202
3093,532            -14,905            -12,047
3099,473            -14,915            -11,886
3105,427            -14,925            -11,727
3111,391            -14,935            -11,564
3117,367            -14,945            -11,405
3123,354            -14,961            -12,518
3129,353            -14,963            -11,091
3135,364            -14,973            -10,933
3141,386            -14,982            -10,770
3147,419            -14,991            -10,344
3153,464            -15,001            -10,444
3159,521            -15,010            -10,249
3165,589            -15,019            -10,119
3171,669            -15,024             -9,160
3177,761            -15,028             -9,867
3183,865            -15,037             -9,772
3189,980            -15,045             -9,613
3196,107            -15,054             -9,450
3202,245            -15,063             -9,122
3208,396            -15,071             -9,120
3214,558            -15,079             -8,923
3220,732            -15,087             -8,784
3226,918            -15,097             -8,583
3233,116            -15,104             -8,422
3239,325            -15,112             -8,257
3245,547            -15,120             -8,089
3251,781            -15,127             -7,926
3258,026            -15,135             -7,754
3264,284            -15,142             -7,584
3270,553            -15,150             -7,416
3276,835            -15,161             -8,289
3283,129            -15,159             -7,192
3289,435            -15,166             -7,017
3295,752            -15,173             -6,848
3302,083            -15,179             -6,675
3308,425            -15,186             -6,506
3314,779            -15,192             -6,334
3321,146            -15,199             -6,163
3327,524            -15,205             -5,992
3333,915            -15,214             -5,745
3340,319            -15,220             -5,570
3346,734            -15,226             -5,401
3353,162            -15,232             -5,228
3359,603            -15,238             -5,055
3366,055            -15,238             -5,053
3372,520            -15,243             -4,878
3378,998            -15,249             -4,705
3385,488            -15,254             -4,530
3391,990            -15,262             -4,255
3398,505            -15,268             -4,083
3405,032            -15,272             -3,910
3411,572            -15,277             -3,738
3418,125            -15,282             -3,564
3424,690            -15,286             -3,388
3431,268            -15,291             -3,215
3437,858            -15,291             -3,209
3444,461            -15,295             -3,035
3451,077            -15,303             -2,726
3457,705            -15,307             -2,554
3464,346            -15,311             -2,379
3471,000            -15,314             -2,201
3477,666            -15,318             -2,029
3484,346            -15,318             -2,022
3491,038            -15,321             -1,845
3497,743            -15,325             -1,675
3504,461            -15,328             -1,494
3511,192            -15,330             -1,121
3517,936            -15,334             -1,152
3524,693            -15,337             -0,981
3531,462            -15,340             -0,803
3538,245            -15,342             -0,625
3545,041            -15,345             -0,448
3551,850            -15,347             -0,370
3558,672            -15,349             -0,091
3565,507            -15,351              0,085
3572,355            -15,352              0,209
3579,216            -15,355              0,455
3586,091            -15,357              0,632
3592,978            -15,359              0,806
3599,879            -15,360              0,986
3606,793            -15,361              1,161
3613,721            -15,363              1,341
3620,661            -15,364              1,521
3627,616            -15,365              1,699
3634,583            -15,365              1,809
3641,564            -15,366              1,931
3648,558            -15,366              2,107
3655,566            -15,367              2,281
3662,587            -15,367              2,460
3669,621            -15,368              2,636
3676,669            -15,368              2,813
3683,731            -15,368              2,990
3690,806            -15,368              3,168
3697,895            -15,368              3,348
3704,998            -15,367              3,599
3712,114            -15,367              3,779
3719,243            -15,366              3,953
3726,387            -15,365              4,133
3733,544            -15,364              4,305
3740,715            -15,363              4,488
3747,899            -15,362              4,666
3755,098            -15,361              4,843
3762,310            -15,360              5,020
3769,536            -15,360              5,022
3776,776            -15,357              5,307
3784,030            -15,355              5,486
3791,298            -15,353              5,658
3798,580            -15,351              5,832
3805,876            -15,349              6,011
3813,185            -15,347              6,189
3820,509            -15,345              6,362
3827,847            -15,342              6,543
3835,199            -15,339              6,723
3842,565            -15,341              8,828
3849,946            -15,334              7,040
3857,340            -15,331              7,216
3864,749            -15,328              7,384
3872,172            -15,325              7,567
3879,609            -15,322              7,745
3887,060            -15,318              7,921
3894,526            -15,315              8,094
3902,006            -15,315              8,093
3909,500            -15,311              8,275
3917,009            -15,307              8,456
3924,532            -15,309              9,210
3932,070            -15,299              8,799
3939,622            -15,295              9,010
3947,189            -15,291              9,142
3954,770            -15,286              9,326
3962,366            -15,283              9,183
3969,976            -15,277              9,655
3977,601            -15,273              9,837
3985,241            -15,268             10,060
3992,895            -15,263             10,186
4000,564            -15,256             10,395
4008,248            -15,251             10,561
4015,947            -15,246             10,735
4023,660            -15,241             10,898
4031,388            -15,235             11,074
4039,131            -15,229             11,242
4046,889            -15,223             11,413
4054,661            -15,218             11,587
4062,449            -15,212             11,758
4070,252            -15,205             11,928
4078,069            -15,203             12,108
4085,902            -15,196             12,172
4093,749            -15,190             12,339
4101,612            -15,183             12,511
4109,490            -15,177             12,675
4117,383            -15,170             12,843
4125,291            -15,163             13,014
4133,214            -15,156             13,179
4141,153            -15,149             13,341
4149,107            -15,142             13,514
4157,076            -15,134             13,681
4165,060            -15,130             14,963
4173,060            -15,123             13,949
4181,075            -15,115             14,118
4189,105            -15,107             14,293
4197,151            -15,099             14,450
4205,212            -15,091             14,613
4213,289            -15,083             14,779
4221,381            -15,075             14,947
4229,489            -15,066             15,109
4237,613            -15,058             15,273
4245,752            -15,050             15,438
4253,906            -15,042             15,294
4262,077            -15,033             15,742
4270,263            -15,025             15,904
4278,464            -15,016             16,064
4286,682            -15,007             16,220
4294,915            -14,998             16,383
4303,164            -14,989             16,541
4311,429            -14,980             16,704
4319,710            -14,970             16,861
4328,007            -14,961             17,025
4336,319            -14,951             17,184
4344,648            -14,916             15,795
4352,993            -14,940             17,458
4361,353            -14,931             17,523
4369,730            -14,921             17,679
4378,123            -14,911             17,837
4386,532            -14,901             17,994
4394,957            -14,891             18,150
4403,398            -14,881             18,307
4411,855            -14,871             18,461
4420,329            -14,860             18,617
4428,819            -14,850             18,773
4437,325            -14,839             18,926
4445,848            -14,825             19,135
4454,387            -14,814             19,285
4462,942            -14,803             19,435
4471,514            -14,792             19,583
4480,102            -14,781             19,736
4488,707            -14,770             19,887
4497,328            -14,759             20,039
