20-5-2026	10:59
Amplitude: 2,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
4000,000            -13,783             -6,854
4006,145            -13,787             -6,811
4012,299            -13,787             -6,806
4018,463            -13,791             -6,772
4024,636            -13,794             -6,740
4030,819            -13,798             -6,706
4037,012            -13,798             -6,699
4043,213            -13,802             -6,664
4049,425            -13,806             -6,632
4055,646            -13,810             -6,599
4061,876            -13,814             -6,566
4068,116            -13,814             -6,562
4074,366            -13,818             -6,524
4080,625            -13,830             -7,214
4086,894            -13,823             -6,477
4093,172            -13,827             -6,442
4099,460            -13,830             -6,407
4105,758            -13,834             -6,375
4112,065            -13,834             -6,372
4118,382            -13,838             -6,335
4124,709            -13,842             -6,302
4131,046            -13,845             -6,268
4137,392            -13,846             -6,262
4143,748            -13,849             -6,227
4150,114            -13,853             -6,190
4156,489            -13,856             -6,157
4162,875            -13,843             -6,832
4169,270            -13,863             -6,099
4175,675            -13,862             -6,092
4182,090            -13,866             -6,060
4188,514            -13,870             -6,026
4194,949            -13,873             -5,991
4201,393            -13,877             -5,954
4207,847            -13,877             -5,945
4214,312            -13,880             -5,912
4220,786            -13,883             -5,877
4227,270            -13,887             -5,838
4233,764            -13,887             -5,835
4240,268            -13,890             -5,800
4246,782            -13,894             -5,763
4253,306            -13,893             -5,920
4259,840            -13,900             -5,693
4266,384            -13,900             -5,690
4272,939            -13,903             -5,653
4279,503            -13,906             -5,617
4286,077            -13,910             -5,581
4292,662            -13,913             -5,544
4299,256            -13,913             -5,539
4305,861            -13,917             -5,501
4312,476            -13,920             -5,465
4319,101            -13,923             -5,427
4325,736            -13,923             -5,422
4332,381            -13,927             -5,387
4339,037            -13,930             -5,349
4345,702            -13,947             -6,175
4352,379            -13,933             -5,345
4359,065            -13,936             -5,265
4365,761            -13,940             -5,227
4372,468            -13,943             -5,193
4379,185            -13,946             -5,153
4385,913            -13,946             -5,148
4392,651            -13,949             -5,111
4399,399            -13,952             -5,075
4406,157            -13,955             -5,037
4412,926            -13,955             -5,029
4419,705            -13,958             -4,993
4426,495            -13,961             -4,954
4433,295            -13,964             -4,917
4440,106            -13,969             -4,259
4446,927            -13,968             -4,859
4453,758            -13,971             -4,821
4460,600            -13,971             -4,817
4467,453            -13,974             -4,779
4474,316            -13,977             -4,741
4481,190            -13,980             -4,703
4488,074            -13,983             -4,667
4494,969            -13,982             -4,658
4501,874            -13,985             -4,619
4508,790            -13,988             -4,582
4515,716            -13,991             -4,542
4522,654            -13,991             -4,535
4529,601            -13,994             -4,496
4536,560            -13,996             -4,457
4543,529            -13,985             -4,810
4550,509            -14,000             -4,393
4557,500            -14,003             -4,354
4564,501            -14,005             -4,314
4571,513            -14,005             -4,310
4578,536            -14,008             -4,270
4585,570            -14,011             -4,233
4592,614            -14,014             -4,191
4599,670            -14,013             -4,187
4606,736            -14,016             -4,144
4613,813            -14,019             -4,107
4620,901            -14,021             -4,066
4628,000            -14,021             -4,062
4635,109            -14,023             -4,020
4642,230            -14,026             -3,978
4649,362            -14,019             -3,891
4656,504            -14,031             -3,903
4663,658            -14,030             -3,895
4670,822            -14,033             -3,858
4677,998            -14,035             -3,816
4685,184            -14,038             -3,775
4692,382            -14,040             -3,736
4699,590            -14,040             -3,731
4706,810            -14,043             -3,684
4714,041            -14,049             -3,660
4721,283            -14,051             -3,623
4728,536            -14,051             -3,610
4735,800            -14,053             -3,570
4743,075            -14,055             -3,528
4750,361            -14,057             -3,488
4757,659            -14,076             -3,390
4764,968            -14,060             -3,441
4772,288            -14,062             -3,394
4779,620            -14,064             -3,354
4786,962            -14,064             -3,347
4794,316            -14,066             -3,307
4801,681            -14,069             -3,268
4809,058            -14,071             -3,226
4816,446            -14,073             -3,188
4823,845            -14,073             -3,178
4831,255            -14,075             -3,139
4838,677            -14,077             -3,098
4846,111            -14,079             -3,055
4853,555            -14,079             -3,050
4861,012            -14,081             -3,008
4868,479            -14,083             -2,965
4875,958            -14,083             -3,668
4883,449            -14,086             -2,895
4890,951            -14,088             -2,855
4898,465            -14,090             -2,823
4905,990            -14,090             -2,801
4913,527            -14,091             -2,768
4921,075            -14,093             -2,725
4928,635            -14,095             -2,684
4936,207            -14,097             -2,643
4943,790            -14,097             -2,634
4951,385            -14,099             -2,568
4958,991            -14,101             -2,553
4966,609            -14,102             -2,511
4974,239            -14,102             -2,503
4981,881            -14,104             -2,462
4989,534            -14,106             -2,421
4997,199            -14,123             -1,230
5004,876            -14,109             -2,342
5012,565            -14,109             -2,338
5020,265            -14,110             -2,292
5027,977            -14,112             -2,254
5035,702            -14,114             -2,210
5043,438            -14,115             -2,169
5051,186            -14,115             -2,164
5058,945            -14,117             -2,121
5066,717            -14,118             -2,077
5074,501            -14,120             -2,036
5082,296            -14,119             -2,029
5090,104            -14,121             -1,986
5097,924            -14,122             -1,945
5105,755            -14,124             -1,899
5113,599            -14,125             -1,857
5121,455            -14,125             -1,850
5129,322            -14,127             -1,794
5137,202            -14,128             -1,758
5145,094            -14,130             -1,716
5152,998            -14,130             -1,707
5160,914            -14,131             -1,666
5168,843            -14,132             -1,622
5176,783            -14,133             -1,581
5184,736            -14,133             -1,572
5192,701            -14,135             -1,529
5200,678            -14,136             -1,486
5208,668            -14,137             -1,445
5216,670            -14,138             -1,403
5224,684            -14,138             -1,397
