20-5-2026	11:54
Amplitude: 2,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
1000,000            -11,062             -8,212
1009,253            -11,074             -8,445
1018,591            -11,076             -8,369
1028,016            -11,085             -8,442
1037,528            -11,092             -8,500
1047,129            -11,099             -8,551
1056,818            -11,107             -8,628
1066,596            -11,116             -8,702
1076,465            -11,124             -8,765
1086,426            -11,124             -8,489
1096,478            -11,141             -8,904
1106,624            -11,149             -8,966
1116,863            -11,163             -8,945
1127,197            -11,167             -9,106
1137,627            -11,177             -9,176
1148,154            -11,184             -9,236
1158,777            -11,194             -9,305
1169,499            -11,214             -9,450
1180,321            -11,214             -9,437
1191,242            -11,221             -9,577
1202,264            -11,234             -9,627
1213,389            -11,242             -9,686
1224,616            -11,254             -9,707
1235,947            -11,264             -9,787
1247,384            -11,276             -9,864
1258,925            -11,286             -9,934
1270,574            -11,298            -10,014
1282,331            -11,309            -10,078
1294,196            -11,320            -10,143
1306,171            -11,332            -10,471
1318,257            -11,344            -10,293
1330,454            -11,355            -10,362
1342,765            -11,368            -10,443
1355,189            -11,379            -10,501
1367,729            -11,391            -10,570
1380,384            -11,405            -10,648
1393,157            -11,417            -10,691
1406,048            -11,430            -10,788
1419,058            -11,445            -10,863
1432,188            -11,458            -10,934
1445,440            -11,472            -11,004
1458,814            -11,463            -10,714
1472,313            -11,500            -11,139
1485,936            -11,514            -11,212
1499,685            -11,529            -11,288
1513,561            -11,541            -11,339
1527,566            -11,556            -11,410
1541,700            -11,573            -11,486
1555,966            -11,584            -11,713
1570,363            -11,602            -11,792
1584,893            -11,616            -11,812
1599,558            -11,642            -12,067
1614,359            -11,649            -11,797
1629,296            -11,666            -12,034
1644,372            -11,681            -12,087
1659,587            -11,701            -12,162
1674,943            -11,716            -12,231
1690,441            -11,736            -12,308
1706,082            -11,753            -12,365
1721,869            -11,770            -12,425
1737,801            -11,792            -12,850
1753,881            -11,822            -13,297
1770,109            -11,829            -12,638
1786,488            -11,847            -12,692
1803,018            -11,867            -12,764
1819,701            -11,886            -12,829
1836,538            -11,906            -12,891
1853,532            -11,927            -12,981
1870,682            -11,948            -13,020
1887,991            -11,969            -13,081
1905,461            -11,986            -13,126
1923,092            -12,009            -13,189
1940,886            -12,052            -13,618
1958,845            -12,077            -13,551
1976,970            -12,074            -13,346
1995,262            -12,099            -13,400
2013,724            -12,119            -13,460
2032,357            -12,144            -13,516
2051,162            -12,165            -13,559
2070,141            -12,192            -13,614
2089,296            -12,214            -13,658
2108,628            -12,236            -13,703
2128,139            -12,265            -13,758
2147,830            -12,286            -13,795
2167,704            -12,316            -13,843
2187,762            -12,340            -13,892
2208,005            -12,366            -13,919
2228,435            -12,392            -13,957
2249,055            -12,418            -13,991
2269,865            -12,441            -14,019
2290,868            -12,468            -14,052
2312,065            -12,497            -14,076
2333,458            -12,526            -14,105
2355,049            -12,555            -14,135
2376,840            -12,580            -14,157
2398,833            -12,610            -14,247
2421,029            -12,635            -14,194
2443,431            -12,668            -14,216
2466,039            -12,693            -14,230
2488,857            -12,726            -14,251
2511,886            -12,754            -14,250
2535,129            -12,783            -14,260
2558,586            -12,815            -14,263
2582,260            -12,845            -14,261
2606,154            -12,875            -14,261
2630,268            -12,922            -14,804
2654,606            -12,940            -14,256
2679,168            -12,972            -14,246
2703,958            -12,999            -14,228
2728,978            -13,033            -14,216
2754,229            -13,068            -14,202
2779,713            -13,095            -13,329
2805,434            -13,131            -14,150
2831,392            -13,161            -14,128
2857,591            -13,198            -14,095
2884,032            -13,227            -14,061
2910,717            -13,265            -14,022
2937,650            -13,295            -13,983
2964,831            -13,334            -13,926
2992,265            -13,368            -13,876
3019,952            -13,397            -13,828
3047,895            -13,432            -13,767
3076,097            -13,476            -13,371
3104,560            -13,505            -13,631
3133,286            -13,534            -13,568
3162,278            -13,571            -13,492
3191,538            -13,610            -13,418
3221,069            -13,640            -13,337
3250,873            -13,679            -13,242
3280,953            -13,712            -13,153
3311,311            -13,750            -13,052
3341,950            -13,783            -12,954
3372,873            -13,814            -12,857
3404,082            -13,857            -12,734
3435,579            -13,887            -12,628
3467,369            -13,923            -12,511
3499,452            -13,959            -12,363
3531,832            -13,989            -12,251
3564,511            -14,027            -12,105
3597,493            -14,065            -11,954
3630,781            -14,094            -11,822
3664,376            -14,133            -11,658
3698,282            -14,162            -11,520
3732,502            -14,194            -11,367
3767,038            -14,231            -11,189
3801,894            -14,264            -11,018
3837,072            -14,301            -10,834
3872,576            -14,335            -10,648
3908,409            -14,362            -10,472
3944,573            -14,396            -10,267
3981,072            -14,430            -10,064
4017,908            -14,459             -9,873
4055,085            -14,492             -9,650
4092,607            -14,520             -9,443
4130,475            -14,554             -9,212
4168,694            -14,581             -8,980
4207,266            -14,607             -8,782
4246,196            -14,638             -8,532
4285,485            -14,708             -8,229
4325,138            -14,730             -8,217
4365,158            -14,758             -7,932
4405,549            -14,789             -7,671
4446,313            -14,811             -7,409
4487,454            -14,839             -7,130
4528,976            -14,863             -6,897
4570,882            -14,884             -6,613
4613,176            -14,907             -6,310
4655,861            -14,929             -6,009
4698,941            -14,945             -5,751
4742,420            -14,968             -5,436
4786,301            -14,985             -5,163
4830,588            -15,006             -4,848
4875,285            -15,028             -3,597
4920,395            -15,042             -4,222
4965,923            -15,059             -3,887
5011,872            -15,072             -3,626
5058,247            -15,087             -3,290
5105,050            -15,101             -2,949
5152,286            -15,111             -2,654
5199,960            -15,123             -2,310
5248,075            -15,133             -1,958
5296,634            -15,143             -1,639
5345,644            -15,149             -1,337
5395,106            -15,154             -0,995
5445,027            -15,160             -0,648
5495,409            -15,164             -0,292
5546,257            -15,167              0,004
5597,576            -15,170              0,381
5649,370            -15,171              0,678
5701,643            -15,171              1,036
5754,399            -15,171              1,376
5807,644            -15,168              1,732
5861,382            -15,165              2,028
5915,616            -15,160              2,397
5970,353            -15,154              2,688
6025,596            -15,139              3,063
6081,350            -15,123              3,353
6137,620            -15,112              3,692
6194,411            -15,099              4,037
6251,727            -15,090              4,336
6309,573            -15,078              4,681
6367,955            -15,067              4,962
6426,877            -15,051              5,300
6486,344            -15,034              5,606
6546,362            -15,017              5,933
6606,934            -14,998              6,190
6668,068            -14,970              6,518
6729,767            -14,948              6,827
6792,036            -14,931              7,082
6854,882            -14,908              7,397
6918,310            -14,885              7,696
6982,324            -14,861              7,992
7046,931            -14,841              8,240
7112,135            -14,815              8,538
7177,943            -14,791              8,804
7244,360            -14,764              9,087
7311,391            -14,741              9,319
7379,042            -14,712              9,598
7447,320            -14,682              9,877
7516,229            -14,657             10,090
7585,776            -14,626             10,352
7655,966            -14,593             10,605
7726,806            -14,568             10,826
7798,301            -14,536             11,063
7870,458            -14,504             11,367
7943,282            -14,476             11,550
8016,781            -14,442             11,722
8090,959            -14,408             11,946
8165,824            -14,373             12,160
8241,381            -14,344             12,333
8317,638            -14,308             12,548
8394,600            -14,273             12,735
8472,274            -14,236             12,923
8550,667            -14,199             13,111
8629,785            -14,169             13,273
8709,636            -14,132             13,446
8790,225            -14,095             13,616
8871,560            -14,057             13,776
8953,648            -14,025             13,915
9036,495            -13,986             14,068
9120,108            -13,949             14,217
9204,496            -13,911             14,209
9289,664            -13,879             14,490
9375,620            -13,840             14,624
9462,372            -13,800             14,753
9549,926            -13,769             14,865
9638,290            -13,729             14,979
9727,472            -13,690             15,087
9817,479            -13,650             15,195
9908,319            -13,615             15,093
10000,000            -13,624             12,221
10092,529            -13,536             15,470
10185,914            -13,505             15,562
10280,163            -13,466             15,637
10375,284            -13,426             15,713
10471,285            -13,394             15,791
10568,175            -13,356             15,852
10665,961            -13,318             15,914
10764,652            -13,279             15,971
10864,256            -13,241             16,026
10964,782            -13,209             16,078
11066,238            -13,170             16,126
11168,632            -13,137             16,176
11271,975            -13,099             16,213
11376,273            -13,062             16,244
11481,536            -13,024             16,279
11587,774            -12,994             16,358
11694,994            -12,956             16,331
11803,206            -12,924             16,355
11912,420            -12,892             16,596
12022,644            -12,852             16,380
12133,889            -12,815             16,389
12246,162            -12,779             16,390
12359,474            -12,750             16,412
12473,835            -12,714             16,410
12589,254            -12,684             16,430
12705,741            -12,643             16,472
12823,306            -12,611             16,376
12941,958            -12,581             16,385
13061,709            -12,547             16,371
13182,567            -12,519             16,376
13304,544            -12,484             16,338
13427,650            -12,453             16,332
13551,894            -12,421             16,300
13677,288            -12,389             16,282
