3-6-2026	12:00
Amplitude: 2,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
1000,000             -9,281            -33,064
1047,129             -9,874            -32,261
1096,478            -10,547            -31,182
1148,154            -11,243            -29,545
1202,264            -12,014            -26,953
1258,925            -12,783            -23,431
1318,257            -13,571            -18,424
1380,384            -14,248            -12,163
1445,440            -14,770             -4,370
1513,561            -15,020              3,984
1584,893            -14,972             12,956
1659,587            -14,620             21,420
1737,801            -14,038             29,097
1819,701            -13,314             34,512
1905,461            -12,535             38,996
1995,262            -11,696             42,510
2089,296            -10,901             44,958
2187,762            -10,109             46,690
2290,868             -9,392             47,751
2398,833             -8,687             48,621
2511,886             -8,052             48,585
2630,268             -7,513             49,655
2754,229             -6,886             48,105
2884,032             -6,385             47,570
3019,952             -5,900             46,853
3162,278             -5,449             46,073
3311,311             -5,029             45,039
3467,369             -4,653             44,040
3630,781             -4,301             42,965
3801,894             -3,971             41,830
3981,072             -3,664             40,756
4168,694             -3,378             39,460
4365,158             -3,121             38,283
4570,882             -2,882             37,092
4786,301             -2,661             35,909
5011,872             -2,453             34,713
5248,075             -2,255             33,478
5495,409             -2,078             32,309
5754,399             -1,917             31,179
6025,596             -1,768             30,056
6309,573             -1,626             28,933
6606,934             -1,501             27,895
6918,310             -1,379             26,791
7244,360             -1,270             25,762
7585,776             -1,170             24,777
7943,282             -1,080             23,992
8317,638             -0,991             22,861
8709,636             -0,913             21,947
9120,108             -0,839             21,048
9549,926             -0,775             20,217
10000,000             -0,798             25,172
