29-4-2026	11:18
Amplitude: 5,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
3000,000            -25,891             68,334
3069,879            -25,019             65,974
3141,386            -24,018             62,740
3214,558            -23,005             58,753
3289,435            -21,938             53,967
3366,055            -20,748             47,996
3444,461            -19,531             39,975
3524,693            -18,341             29,082
3606,793            -17,405             14,514
3690,806            -17,082             -1,759
3776,776            -17,547            -19,152
3864,749            -18,622            -33,494
3954,770            -19,861            -43,906
4046,889            -21,346            -52,207
4141,153            -22,678            -58,112
4237,613            -23,926            -62,435
4336,319            -25,094            -65,833
4437,325            -26,146            -68,427
4540,684            -27,125            -70,570
4646,450            -28,089            -72,602
4754,680            -28,947            -74,015
4865,430            -29,784            -75,205
4978,761            -30,507            -76,137
5094,731            -31,241            -76,992
5213,402            -31,916            -77,658
5334,838            -32,578            -78,297
5459,103            -33,268            -78,847
5586,261            -33,942            -79,317
5716,382            -34,506            -79,725
5849,534            -35,096            -80,131
5985,787            -35,681            -80,468
6125,214            -36,237            -80,766
6267,888            -36,767            -80,993
6413,886            -37,360            -81,203
6563,285            -37,926            -81,402
6716,163            -38,524            -81,558
6872,603            -39,067            -81,643
7032,686            -39,651            -81,702
7196,499            -40,249            -81,273
7364,127            -40,900            -81,204
7535,659            -41,589            -81,551
7711,187            -42,183            -80,768
7890,804            -42,866            -80,718
8074,604            -43,558            -80,668
8262,686            -44,282            -80,678
8455,149            -45,036            -80,379
8652,095            -45,773            -80,023
8853,628            -46,657            -79,652
9059,855            -47,495            -79,127
9270,886            -48,436            -78,372
9486,833            -49,503            -77,422
9707,810            -50,700            -75,842
9933,934            -51,987            -74,453
10165,325            -53,371            -72,251
10402,106            -55,109            -68,820
10644,402            -57,117            -63,787
10892,342            -59,584            -55,301
11146,057            -62,349            -40,027
11405,682            -64,675            -11,351
11671,354            -48,966             -5,316
11943,215            -61,412             49,457
12221,408            -58,756             61,779
12506,082            -56,640             68,478
12797,386            -54,854             72,842
13095,475            -53,321             75,803
13400,508            -52,030             77,984
13712,646            -50,899             79,484
14032,054            -49,874             80,675
14358,903            -48,982             81,553
14693,365            -48,173             82,315
15035,617            -47,402             82,905
15385,842            -46,373             82,455
15744,224            -45,792             82,901
16110,954            -45,270             83,269
16486,226            -44,763             83,625
16870,240            -44,310             83,946
17263,198            -43,864             84,228
17665,310            -43,423             84,524
18076,788            -42,988             84,770
18497,850            -42,589             84,991
18928,720            -42,172             85,180
19369,627            -41,793             85,382
19820,803            -41,449             85,512
